Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
136985,Business,Sophomore,3.131,11.38,Summarizing_Reading,Intermediate,2,False,10.43,7,Allowed_With_Citation,5,3.392,86.85,High
115943,Business,Senior,3.122,2.45,Ideation,Intermediate,2,False,8.99,5,Actively_Encouraged,5,3.105,54.23,Low
133767,Humanities,Junior,3.698,2.45,Direct_Answer_Generation,Intermediate,2,False,20.74,2,Strict_Ban,2,4.0,100.0,Medium
139595,Medical,Junior,2.999,21.43,Debugging/Troubleshooting,Advanced,3,True,14.27,4,Actively_Encouraged,3,3.488,70.71,Medium
121405,STEM,Senior,3.176,3.87,Debugging/Troubleshooting,Intermediate,4,False,2.03,3,Actively_Encouraged,7,3.132,67.03,Medium
135642,Arts,Junior,2.819,2.0,Copywriting/Drafting,Beginner,3,True,19.37,2,Strict_Ban,4,3.152,81.41,Low
131910,STEM,Senior,3.302,10.64,Debugging/Troubleshooting,Advanced,4,True,5.44,3,Allowed_With_Citation,1,3.71,100.0,Medium
107170,STEM,Graduate,3.569,2.31,Direct_Answer_Generation,Intermediate,2,False,8.15,2,Actively_Encouraged,3,3.978,77.58,Low
129355,Business,Freshman,3.762,5.61,Ideation,Advanced,5,False,21.24,4,Allowed_With_Citation,3,4.0,95.39,Low
112199,STEM,Sophomore,2.915,21.24,Debugging/Troubleshooting,Advanced,5,True,10.32,5,Strict_Ban,7,2.987,100.0,High
128411,Arts,Sophomore,3.096,2.83,Direct_Answer_Generation,Intermediate,5,True,19.42,4,Strict_Ban,2,3.59,82.47,Low
117385,Humanities,Sophomore,2.919,2.46,Summarizing_Reading,Advanced,4,True,5.14,4,Allowed_With_Citation,8,3.152,80.95,Low
129946,STEM,Senior,2.706,14.03,Debugging/Troubleshooting,Beginner,3,False,11.85,1,Allowed_With_Citation,2,2.844,67.69,Medium
130262,Humanities,Junior,3.664,4.89,Debugging/Troubleshooting,Beginner,1,False,9.32,3,Actively_Encouraged,6,3.952,94.41,High
127822,Business,Graduate,2.596,6.48,Copywriting/Drafting,Beginner,2,False,19.23,2,Strict_Ban,5,2.918,68.83,Low
123584,Humanities,Graduate,3.694,9.34,Debugging/Troubleshooting,Intermediate,2,True,13.49,3,Allowed_With_Citation,3,4.0,77.78,Medium
104534,Humanities,Senior,3.048,0.97,Copywriting/Drafting,Intermediate,1,False,7.35,1,Actively_Encouraged,4,3.214,97.11,Low
119492,Medical,Sophomore,3.491,1.27,Summarizing_Reading,Advanced,3,False,2.92,2,Actively_Encouraged,3,3.757,76.89,Medium
112943,STEM,Sophomore,3.039,1.99,Direct_Answer_Generation,Intermediate,3,False,15.95,4,Strict_Ban,7,3.144,100.0,Medium
130068,STEM,Freshman,2.602,0.13,Debugging/Troubleshooting,Beginner,2,True,14.79,1,Allowed_With_Citation,3,2.625,42.68,Medium
123915,STEM,Sophomore,3.181,16.36,Debugging/Troubleshooting,Beginner,2,True,7.53,5,Actively_Encouraged,7,3.743,62.21,Medium
120977,STEM,Sophomore,3.514,3.5,Debugging/Troubleshooting,Intermediate,3,True,4.58,3,Strict_Ban,7,3.712,77.28,Medium
123425,Arts,Senior,3.332,0.87,Copywriting/Drafting,Advanced,3,True,18.86,5,Allowed_With_Citation,1,3.562,67.79,Medium
109749,STEM,Sophomore,2.593,3.35,Summarizing_Reading,Intermediate,4,False,10.05,1,Allowed_With_Citation,2,2.532,87.84,Low
127968,Humanities,Sophomore,3.17,12.42,Summarizing_Reading,Intermediate,3,False,3.65,5,Allowed_With_Citation,2,3.31,81.93,High
108470,STEM,Junior,3.61,0.59,Ideation,Advanced,3,False,15.19,1,Allowed_With_Citation,1,3.924,83.64,Low
117810,STEM,Freshman,3.215,4.22,Copywriting/Drafting,Intermediate,4,True,15.91,3,Allowed_With_Citation,6,3.287,58.84,Medium
121811,STEM,Sophomore,3.608,16.19,Copywriting/Drafting,Advanced,5,True,16.38,3,Actively_Encouraged,3,3.623,94.4,Medium
130238,STEM,Freshman,2.759,9.48,Summarizing_Reading,Intermediate,4,False,6.41,4,Strict_Ban,2,2.852,55.07,Medium
102380,Arts,Freshman,3.254,12.08,Ideation,Beginner,1,False,16.96,2,Strict_Ban,6,3.296,78.95,High
117546,Business,Senior,1.599,12.12,Summarizing_Reading,Advanced,5,True,14.24,2,Allowed_With_Citation,3,1.959,80.02,Low
100112,STEM,Freshman,3.203,12.06,Ideation,Beginner,3,True,10.76,6,Allowed_With_Citation,6,3.257,82.36,Medium
114009,Business,Graduate,2.739,20.53,Ideation,Beginner,2,True,16.93,5,Allowed_With_Citation,3,3.236,77.1,High
124727,Business,Graduate,3.372,0.14,Direct_Answer_Generation,Advanced,5,True,7.42,2,Allowed_With_Citation,2,3.511,85.59,Low
123709,STEM,Senior,3.672,24.53,Summarizing_Reading,Advanced,4,True,4.06,5,Allowed_With_Citation,4,3.727,75.59,Medium
109389,Humanities,Graduate,3.212,0.47,Copywriting/Drafting,Intermediate,4,True,8.81,1,Allowed_With_Citation,2,3.551,61.65,Medium
128894,Humanities,Graduate,2.592,3.09,Copywriting/Drafting,Intermediate,2,False,10.76,2,Strict_Ban,3,2.859,78.94,Medium
103547,STEM,Senior,2.48,5.34,Copywriting/Drafting,Advanced,5,True,18.41,2,Actively_Encouraged,2,3.092,77.67,High
104404,Humanities,Sophomore,2.371,8.17,Copywriting/Drafting,Beginner,1,True,12.68,6,Allowed_With_Citation,4,2.506,80.55,Medium
107394,Business,Junior,3.026,7.1,Ideation,Advanced,3,False,7.47,3,Allowed_With_Citation,1,3.087,91.81,Low
130691,Humanities,Senior,3.107,15.97,Summarizing_Reading,Beginner,3,True,6.17,4,Strict_Ban,6,3.388,76.81,Low
134143,Humanities,Graduate,3.476,7.25,Copywriting/Drafting,Advanced,3,True,9.41,4,Strict_Ban,3,3.907,75.52,Medium
135123,Business,Senior,2.971,30.51,Ideation,Intermediate,5,True,7.72,10,Strict_Ban,9,3.017,63.87,High
122543,Humanities,Junior,3.69,4.44,Copywriting/Drafting,Intermediate,3,False,3.87,1,Allowed_With_Citation,2,3.976,75.95,Medium
125041,Medical,Sophomore,3.591,3.26,Summarizing_Reading,Beginner,2,False,11.51,3,Allowed_With_Citation,3,3.713,77.15,Medium
108348,STEM,Freshman,3.629,11.64,Ideation,Beginner,2,False,17.81,5,Strict_Ban,7,3.542,92.42,High
105703,Business,Sophomore,3.096,2.66,Ideation,Advanced,3,False,5.15,1,Strict_Ban,1,3.322,67.29,Medium
107121,Medical,Junior,3.53,14.83,Direct_Answer_Generation,Beginner,2,True,9.44,5,Allowed_With_Citation,4,3.711,71.13,Medium
123405,Business,Graduate,3.38,0.96,Ideation,Intermediate,2,False,20.57,2,Allowed_With_Citation,2,3.87,69.53,Medium
127384,STEM,Graduate,2.867,9.51,Debugging/Troubleshooting,Intermediate,4,True,12.14,3,Actively_Encouraged,3,3.214,63.38,High
100372,STEM,Graduate,3.832,0.68,Debugging/Troubleshooting,Beginner,1,False,14.35,1,Allowed_With_Citation,3,4.0,90.72,Low
136162,Arts,Freshman,3.48,11.09,Debugging/Troubleshooting,Beginner,1,False,4.87,2,Actively_Encouraged,1,3.419,67.92,Low
106260,STEM,Sophomore,2.562,0.3,Ideation,Beginner,1,True,7.61,2,Strict_Ban,4,2.479,66.45,Low
115563,Arts,Senior,3.151,2.55,Ideation,Intermediate,3,False,15.92,2,Actively_Encouraged,5,3.416,90.73,Medium
138734,Business,Sophomore,2.847,28.71,Direct_Answer_Generation,Beginner,1,True,6.1,6,Actively_Encouraged,7,2.31,38.45,Medium
105943,STEM,Graduate,3.614,4.53,Direct_Answer_Generation,Advanced,3,True,10.11,1,Allowed_With_Citation,2,3.694,96.85,Medium
129655,Business,Junior,2.378,7.38,Ideation,Intermediate,2,False,1.0,3,Actively_Encouraged,2,2.726,48.98,High
138228,Humanities,Senior,3.23,9.75,Summarizing_Reading,Intermediate,1,False,5.15,4,Strict_Ban,1,3.272,59.13,Medium
144266,Business,Graduate,2.65,1.85,Summarizing_Reading,Intermediate,4,False,12.37,3,Actively_Encouraged,4,3.053,74.1,Medium
125756,STEM,Junior,3.157,10.66,Debugging/Troubleshooting,Beginner,1,False,5.92,2,Actively_Encouraged,1,3.421,64.8,Medium
117033,Humanities,Sophomore,2.766,6.96,Copywriting/Drafting,Beginner,2,False,14.39,5,Actively_Encouraged,6,2.934,66.65,Low
138324,Business,Graduate,3.206,0.42,Direct_Answer_Generation,Advanced,4,False,10.15,2,Actively_Encouraged,1,3.504,69.22,Low
107335,Humanities,Senior,3.678,2.27,Copywriting/Drafting,Intermediate,5,False,12.44,1,Strict_Ban,2,3.696,100.0,Medium
128641,Business,Freshman,3.053,9.29,Ideation,Intermediate,2,False,7.07,2,Strict_Ban,4,3.265,66.25,Medium
147488,STEM,Graduate,3.528,5.79,Debugging/Troubleshooting,Beginner,1,True,1.72,4,Allowed_With_Citation,2,3.508,55.44,Medium
124492,STEM,Graduate,2.942,11.34,Direct_Answer_Generation,Advanced,3,False,15.32,5,Allowed_With_Citation,4,3.025,100.0,Medium
141868,STEM,Sophomore,3.877,19.3,Ideation,Advanced,4,True,1.0,3,Allowed_With_Citation,5,3.8,89.1,High
138511,Business,Sophomore,3.273,15.74,Ideation,Beginner,2,True,8.64,5,Allowed_With_Citation,5,3.199,72.36,Low
140499,Arts,Sophomore,3.129,5.49,Debugging/Troubleshooting,Beginner,1,True,15.24,3,Actively_Encouraged,7,3.207,77.99,High
110432,STEM,Senior,3.515,8.09,Direct_Answer_Generation,Intermediate,3,True,13.01,3,Allowed_With_Citation,6,3.677,82.15,Medium
103652,Humanities,Freshman,3.441,13.72,Direct_Answer_Generation,Intermediate,1,True,5.6,5,Allowed_With_Citation,2,3.517,80.57,Medium
123796,Arts,Graduate,2.634,0.11,Copywriting/Drafting,Intermediate,5,True,11.41,3,Allowed_With_Citation,3,2.908,100.0,Medium
103685,Business,Graduate,3.71,0.65,Ideation,Advanced,5,False,6.32,1,Allowed_With_Citation,3,3.761,100.0,Medium
132295,STEM,Junior,3.466,12.13,Debugging/Troubleshooting,Beginner,1,True,9.03,5,Allowed_With_Citation,2,3.648,55.01,Low
119543,STEM,Graduate,3.277,0.67,Copywriting/Drafting,Advanced,3,True,2.09,1,Allowed_With_Citation,3,3.353,77.88,Medium
129514,Medical,Sophomore,2.819,19.84,Summarizing_Reading,Intermediate,1,True,9.7,3,Actively_Encouraged,4,3.261,71.32,Low
134589,STEM,Graduate,3.186,6.65,Direct_Answer_Generation,Beginner,2,False,12.02,1,Allowed_With_Citation,4,3.811,59.62,High
113789,Business,Sophomore,2.466,5.93,Debugging/Troubleshooting,Intermediate,4,False,21.11,3,Actively_Encouraged,4,2.733,81.55,High
137683,Medical,Junior,3.438,2.96,Debugging/Troubleshooting,Beginner,2,False,10.51,4,Allowed_With_Citation,1,3.777,41.14,Low
106904,Business,Sophomore,2.701,3.89,Summarizing_Reading,Beginner,2,False,13.4,1,Allowed_With_Citation,4,2.762,75.31,Low
107533,STEM,Freshman,3.452,5.28,Debugging/Troubleshooting,Intermediate,4,True,19.76,2,Actively_Encouraged,5,3.759,73.18,Low
140046,Medical,Senior,2.408,2.93,Summarizing_Reading,Beginner,1,False,11.69,3,Strict_Ban,7,2.913,70.8,Medium
123704,STEM,Freshman,3.269,0.15,Summarizing_Reading,Beginner,2,False,13.43,1,Actively_Encouraged,5,3.501,61.53,Low
125406,Humanities,Junior,3.069,26.77,Copywriting/Drafting,Intermediate,1,True,4.14,5,Actively_Encouraged,1,2.98,56.03,High
134371,STEM,Senior,2.552,12.88,Direct_Answer_Generation,Beginner,1,False,7.68,3,Allowed_With_Citation,5,2.724,53.36,High
121538,STEM,Freshman,3.686,1.41,Copywriting/Drafting,Beginner,2,True,10.31,1,Allowed_With_Citation,4,3.742,90.38,Medium
127355,STEM,Graduate,2.823,0.21,Summarizing_Reading,Advanced,3,False,16.51,3,Strict_Ban,2,3.122,82.87,High
114373,Arts,Senior,2.911,0.18,Copywriting/Drafting,Advanced,4,True,17.86,3,Strict_Ban,5,3.489,88.26,Medium
141660,Arts,Sophomore,3.128,9.07,Copywriting/Drafting,Advanced,5,True,12.83,1,Actively_Encouraged,6,3.54,82.9,Low
140595,Arts,Freshman,3.844,4.37,Summarizing_Reading,Beginner,2,False,19.23,5,Actively_Encouraged,7,3.969,53.8,Medium
133087,Business,Sophomore,3.32,5.63,Copywriting/Drafting,Intermediate,4,True,26.7,3,Allowed_With_Citation,5,3.382,95.62,Low
136443,Humanities,Senior,2.749,2.35,Copywriting/Drafting,Beginner,3,False,1.0,3,Allowed_With_Citation,1,2.644,73.12,High
148379,Arts,Sophomore,2.196,14.85,Direct_Answer_Generation,Intermediate,2,True,12.01,5,Allowed_With_Citation,6,2.348,76.74,High
109462,STEM,Senior,3.0,1.92,Debugging/Troubleshooting,Advanced,5,True,9.47,2,Actively_Encouraged,2,3.763,100.0,Medium
109841,Arts,Senior,2.403,0.26,Summarizing_Reading,Intermediate,4,True,13.26,4,Allowed_With_Citation,3,2.538,53.17,Low
107122,STEM,Graduate,2.968,0.94,Direct_Answer_Generation,Intermediate,4,False,6.48,3,Allowed_With_Citation,1,3.404,63.0,Low
138572,STEM,Freshman,3.267,15.85,Copywriting/Drafting,Beginner,2,True,18.1,6,Allowed_With_Citation,10,3.727,73.03,High
107465,Humanities,Graduate,3.156,15.13,Copywriting/Drafting,Intermediate,3,False,10.99,6,Actively_Encouraged,4,3.464,100.0,High
147970,STEM,Senior,2.77,11.41,Copywriting/Drafting,Intermediate,3,True,18.03,4,Allowed_With_Citation,8,3.092,87.26,High
122206,STEM,Junior,3.692,2.43,Copywriting/Drafting,Advanced,3,True,15.67,3,Allowed_With_Citation,8,4.0,84.3,High
145143,Humanities,Senior,3.669,6.16,Direct_Answer_Generation,Beginner,3,True,2.82,4,Strict_Ban,4,3.759,78.59,Low
140662,STEM,Graduate,3.229,0.42,Debugging/Troubleshooting,Intermediate,2,False,3.17,1,Allowed_With_Citation,1,3.144,73.66,Low
124253,Humanities,Sophomore,3.038,2.74,Copywriting/Drafting,Beginner,1,False,18.33,3,Allowed_With_Citation,5,3.125,62.62,Medium
129537,Arts,Freshman,3.517,10.58,Debugging/Troubleshooting,Beginner,1,True,11.27,1,Actively_Encouraged,4,3.717,72.93,High
139546,Humanities,Senior,2.817,6.24,Summarizing_Reading,Beginner,3,True,8.87,4,Actively_Encouraged,7,2.857,96.16,Medium
115931,STEM,Junior,3.586,8.36,Copywriting/Drafting,Intermediate,3,True,8.61,6,Allowed_With_Citation,7,3.802,69.47,Medium
145546,STEM,Senior,3.046,7.34,Debugging/Troubleshooting,Beginner,2,True,10.72,5,Allowed_With_Citation,7,3.31,75.21,High
132853,Humanities,Graduate,2.466,3.99,Copywriting/Drafting,Beginner,3,True,5.5,4,Allowed_With_Citation,4,2.66,61.64,High
110499,STEM,Junior,3.063,1.79,Summarizing_Reading,Advanced,5,False,5.25,4,Strict_Ban,3,3.187,86.23,Medium
119797,Business,Senior,3.304,33.82,Summarizing_Reading,Beginner,3,False,7.61,8,Actively_Encouraged,7,3.622,90.49,High
103852,STEM,Senior,1.857,4.48,Copywriting/Drafting,Beginner,2,False,5.72,2,Allowed_With_Citation,2,1.833,53.1,Medium
128515,STEM,Graduate,3.667,10.26,Debugging/Troubleshooting,Advanced,3,False,11.42,4,Allowed_With_Citation,6,4.0,89.55,High
116747,Arts,Senior,3.045,3.02,Summarizing_Reading,Intermediate,3,False,13.73,2,Strict_Ban,3,3.416,77.61,Medium
130983,STEM,Senior,3.436,3.51,Ideation,Beginner,2,True,14.92,5,Allowed_With_Citation,6,3.807,65.87,Low
122427,Business,Sophomore,2.222,12.38,Ideation,Beginner,2,False,10.68,3,Strict_Ban,6,2.328,61.96,High
131512,Business,Senior,2.681,14.1,Debugging/Troubleshooting,Advanced,5,False,8.84,3,Strict_Ban,5,2.915,90.16,High
145664,Business,Freshman,3.312,11.28,Direct_Answer_Generation,Beginner,1,False,13.0,4,Strict_Ban,9,3.324,69.65,High
133169,Arts,Junior,2.903,0.32,Copywriting/Drafting,Intermediate,2,False,13.82,2,Actively_Encouraged,4,3.16,64.28,Low
115590,STEM,Sophomore,3.09,1.54,Ideation,Advanced,3,True,11.74,3,Strict_Ban,4,3.07,96.6,Medium
127460,Arts,Senior,2.263,2.65,Debugging/Troubleshooting,Advanced,3,True,8.12,3,Actively_Encouraged,3,2.749,100.0,Low
144560,Humanities,Freshman,2.529,5.24,Copywriting/Drafting,Beginner,3,True,11.37,4,Actively_Encouraged,1,2.581,67.06,Medium
123508,Business,Senior,3.093,16.72,Ideation,Intermediate,2,True,12.67,5,Allowed_With_Citation,2,3.393,91.67,High
101321,STEM,Freshman,3.41,5.16,Debugging/Troubleshooting,Advanced,3,False,10.41,1,Allowed_With_Citation,5,3.578,73.85,Low
142399,Humanities,Junior,3.292,8.69,Direct_Answer_Generation,Advanced,4,False,9.27,3,Allowed_With_Citation,1,3.309,71.64,Medium
141053,Medical,Senior,3.888,3.94,Debugging/Troubleshooting,Intermediate,5,True,8.8,1,Allowed_With_Citation,4,3.824,92.21,Low
118331,Arts,Freshman,3.398,6.67,Summarizing_Reading,Intermediate,3,False,9.22,5,Allowed_With_Citation,5,3.57,85.78,Low
144056,Humanities,Junior,3.848,5.04,Direct_Answer_Generation,Beginner,3,True,15.4,2,Allowed_With_Citation,1,4.0,83.92,High
137241,Medical,Sophomore,3.165,1.55,Summarizing_Reading,Beginner,2,True,15.46,2,Actively_Encouraged,1,3.301,95.67,Low
117528,Medical,Graduate,2.744,11.63,Debugging/Troubleshooting,Advanced,3,False,1.5,6,Allowed_With_Citation,7,3.179,77.28,High
108487,STEM,Sophomore,2.869,1.8,Direct_Answer_Generation,Advanced,5,True,6.7,1,Strict_Ban,1,3.112,82.36,Low
100552,Arts,Junior,3.564,1.86,Copywriting/Drafting,Intermediate,2,True,16.46,4,Allowed_With_Citation,1,3.921,72.23,High
107277,Humanities,Senior,2.177,6.14,Copywriting/Drafting,Advanced,3,True,10.97,2,Strict_Ban,1,2.421,79.66,Medium
120861,STEM,Graduate,3.472,7.15,Debugging/Troubleshooting,Beginner,2,False,16.57,3,Strict_Ban,5,4.0,87.65,High
131130,Medical,Graduate,2.965,2.93,Summarizing_Reading,Beginner,3,True,14.78,2,Actively_Encouraged,6,3.331,80.97,Medium
124975,Medical,Freshman,3.495,8.17,Summarizing_Reading,Advanced,3,True,10.46,3,Allowed_With_Citation,3,3.663,85.6,Low
148949,Humanities,Senior,2.748,6.57,Ideation,Beginner,3,True,18.53,4,Actively_Encouraged,7,3.119,77.82,Medium
132918,Business,Sophomore,1.784,2.25,Copywriting/Drafting,Intermediate,3,True,6.66,4,Actively_Encouraged,6,2.007,50.96,Low
137879,Humanities,Sophomore,3.001,0.54,Copywriting/Drafting,Beginner,2,False,7.46,1,Strict_Ban,4,3.315,100.0,Low
100095,Arts,Freshman,3.099,21.32,Summarizing_Reading,Beginner,2,True,12.78,3,Allowed_With_Citation,4,3.378,76.16,Medium
124010,STEM,Sophomore,3.301,4.01,Summarizing_Reading,Advanced,4,False,12.69,4,Allowed_With_Citation,6,3.258,76.62,Low
134764,STEM,Sophomore,3.287,19.94,Debugging/Troubleshooting,Intermediate,1,True,1.0,4,Allowed_With_Citation,5,3.234,87.72,High
136694,Business,Junior,2.665,2.11,Debugging/Troubleshooting,Beginner,2,False,1.0,3,Allowed_With_Citation,3,2.704,47.93,Medium
133683,STEM,Freshman,2.5,1.88,Debugging/Troubleshooting,Advanced,4,False,14.35,2,Actively_Encouraged,1,2.916,92.96,Medium
145325,Medical,Freshman,3.657,4.77,Direct_Answer_Generation,Intermediate,2,False,13.99,5,Actively_Encouraged,2,3.888,65.51,Medium
114847,Humanities,Graduate,2.899,3.78,Copywriting/Drafting,Advanced,5,True,12.02,2,Actively_Encouraged,4,3.168,83.74,Medium
137995,Arts,Junior,3.64,22.39,Debugging/Troubleshooting,Beginner,2,False,19.97,3,Allowed_With_Citation,8,4.0,71.99,Medium
139565,STEM,Junior,2.75,19.94,Debugging/Troubleshooting,Beginner,2,True,2.55,4,Allowed_With_Citation,7,2.929,62.04,Medium
122744,Business,Senior,3.568,2.11,Debugging/Troubleshooting,Intermediate,3,False,19.52,4,Allowed_With_Citation,1,3.653,88.97,Low
114394,Business,Sophomore,3.003,8.83,Ideation,Beginner,1,False,10.32,6,Actively_Encouraged,5,3.19,65.87,Medium
100595,Medical,Senior,3.42,5.58,Debugging/Troubleshooting,Advanced,3,False,15.01,2,Allowed_With_Citation,4,3.815,98.12,Medium
110634,Humanities,Junior,2.699,3.33,Copywriting/Drafting,Intermediate,2,False,15.77,4,Actively_Encouraged,5,3.013,54.81,Low
146827,Business,Senior,3.696,4.46,Ideation,Intermediate,4,False,5.41,2,Strict_Ban,4,3.73,85.81,High
137775,Humanities,Freshman,3.341,5.97,Copywriting/Drafting,Advanced,3,True,11.24,1,Actively_Encouraged,1,3.645,64.2,Medium
140935,Business,Freshman,3.097,9.7,Ideation,Advanced,3,False,13.15,4,Actively_Encouraged,8,3.136,89.17,Medium
135254,STEM,Graduate,2.7,4.14,Debugging/Troubleshooting,Intermediate,2,True,11.05,3,Allowed_With_Citation,2,2.909,57.72,Low
111549,Business,Junior,3.434,7.33,Ideation,Intermediate,1,False,18.58,3,Actively_Encouraged,5,3.572,71.55,Medium
143536,Arts,Graduate,1.996,1.83,Ideation,Advanced,4,True,5.32,5,Allowed_With_Citation,3,2.195,54.09,Medium
122577,Humanities,Senior,3.174,2.0,Copywriting/Drafting,Intermediate,2,True,7.26,3,Actively_Encouraged,4,3.242,77.01,Low
141540,Medical,Junior,3.305,8.84,Summarizing_Reading,Intermediate,4,False,11.81,4,Allowed_With_Citation,1,3.616,81.5,Medium
119164,STEM,Freshman,2.856,0.52,Debugging/Troubleshooting,Intermediate,2,True,9.32,4,Allowed_With_Citation,6,2.983,63.13,Medium
138813,Business,Senior,3.378,2.07,Ideation,Intermediate,1,True,12.89,3,Actively_Encouraged,2,3.814,86.85,High
104902,Humanities,Senior,3.473,14.27,Debugging/Troubleshooting,Intermediate,2,True,1.0,7,Allowed_With_Citation,3,3.674,97.81,High
118384,Business,Junior,3.858,7.75,Ideation,Advanced,5,True,11.02,2,Strict_Ban,4,4.0,83.26,High
136744,Humanities,Junior,2.433,2.16,Debugging/Troubleshooting,Advanced,4,False,10.04,1,Allowed_With_Citation,3,2.944,93.21,Low
121530,Arts,Freshman,3.157,1.06,Summarizing_Reading,Beginner,3,False,9.49,2,Allowed_With_Citation,5,3.153,77.63,Medium
144294,Business,Junior,3.055,25.5,Ideation,Beginner,3,False,16.37,4,Actively_Encouraged,7,3.343,69.86,High
121953,Business,Sophomore,2.517,3.5,Ideation,Advanced,3,True,4.02,5,Strict_Ban,5,2.981,91.65,High
134736,Humanities,Sophomore,3.32,1.55,Copywriting/Drafting,Intermediate,1,False,9.29,2,Allowed_With_Citation,3,3.754,63.52,Medium
148326,Humanities,Sophomore,2.764,17.94,Copywriting/Drafting,Advanced,3,False,15.76,4,Actively_Encouraged,4,3.182,71.45,Medium
101635,Medical,Freshman,2.56,2.56,Summarizing_Reading,Beginner,2,True,3.33,2,Allowed_With_Citation,4,2.431,71.78,High
135633,Business,Freshman,3.527,5.61,Direct_Answer_Generation,Beginner,3,False,14.7,3,Strict_Ban,3,3.541,76.61,Low
131510,Humanities,Sophomore,3.357,0.17,Direct_Answer_Generation,Intermediate,4,False,10.16,5,Actively_Encouraged,3,3.448,85.15,Low
123787,Business,Freshman,2.881,3.13,Ideation,Intermediate,2,True,12.48,2,Allowed_With_Citation,4,2.891,57.19,Medium
138672,Business,Freshman,3.702,7.73,Debugging/Troubleshooting,Intermediate,3,True,5.79,4,Actively_Encouraged,5,3.817,88.72,Medium
126194,Business,Senior,3.031,36.75,Summarizing_Reading,Beginner,2,True,5.87,10,Allowed_With_Citation,6,3.259,66.71,High
127895,STEM,Freshman,3.141,0.38,Direct_Answer_Generation,Intermediate,1,False,12.17,3,Allowed_With_Citation,1,3.115,98.58,Low
109672,Business,Senior,2.915,1.29,Summarizing_Reading,Advanced,5,False,13.37,3,Actively_Encouraged,3,3.181,76.33,Medium
143472,Humanities,Junior,3.664,15.19,Copywriting/Drafting,Beginner,1,True,14.12,4,Allowed_With_Citation,2,4.0,91.26,Low
117311,Business,Junior,2.704,5.48,Ideation,Beginner,2,True,13.99,4,Actively_Encouraged,4,2.953,66.19,High
126075,Medical,Junior,3.102,2.5,Debugging/Troubleshooting,Beginner,2,True,17.87,1,Actively_Encouraged,1,3.382,74.4,Low
128751,Business,Sophomore,2.848,16.74,Copywriting/Drafting,Advanced,5,True,7.74,6,Allowed_With_Citation,4,3.15,76.67,Low
135516,Arts,Sophomore,3.587,5.94,Direct_Answer_Generation,Beginner,2,False,10.58,1,Allowed_With_Citation,3,3.852,60.57,Low
130400,Medical,Sophomore,3.034,13.51,Summarizing_Reading,Beginner,3,False,19.24,3,Allowed_With_Citation,4,3.122,74.3,Medium
135565,STEM,Graduate,3.633,5.15,Debugging/Troubleshooting,Beginner,3,False,9.7,4,Actively_Encouraged,6,3.812,76.28,Medium
113622,STEM,Sophomore,2.355,11.26,Ideation,Advanced,4,False,15.68,2,Strict_Ban,4,2.691,76.37,Medium
132189,Humanities,Graduate,2.584,4.12,Copywriting/Drafting,Beginner,1,False,21.42,1,Strict_Ban,2,3.165,73.22,Medium
117717,Humanities,Junior,2.439,2.26,Copywriting/Drafting,Intermediate,4,False,21.04,1,Actively_Encouraged,4,2.76,82.8,Medium
105150,STEM,Senior,3.353,1.65,Direct_Answer_Generation,Intermediate,3,True,14.83,2,Actively_Encouraged,6,3.609,73.4,Low
115116,Arts,Senior,3.256,11.82,Copywriting/Drafting,Beginner,2,True,17.22,5,Strict_Ban,8,3.588,59.06,Medium
119651,STEM,Freshman,3.851,14.85,Debugging/Troubleshooting,Beginner,2,False,3.71,3,Allowed_With_Citation,1,4.0,55.72,Medium
119073,Humanities,Freshman,3.726,7.35,Copywriting/Drafting,Beginner,2,True,21.26,5,Strict_Ban,1,4.0,86.83,Low
118099,STEM,Graduate,3.737,5.42,Debugging/Troubleshooting,Intermediate,3,False,7.19,3,Strict_Ban,5,4.0,70.66,Low
141534,STEM,Freshman,1.978,0.05,Copywriting/Drafting,Intermediate,5,False,19.11,3,Allowed_With_Citation,2,2.408,75.8,Low
137075,Humanities,Sophomore,3.112,7.38,Ideation,Beginner,3,False,15.15,4,Allowed_With_Citation,1,3.165,66.24,Medium
144269,STEM,Freshman,3.024,4.27,Debugging/Troubleshooting,Intermediate,2,False,10.17,5,Strict_Ban,1,3.2,76.6,Low
133296,Humanities,Sophomore,3.51,0.03,Copywriting/Drafting,Advanced,5,False,11.87,1,Allowed_With_Citation,4,3.607,85.11,Low
113066,Business,Senior,3.227,1.4,Ideation,Intermediate,4,False,7.07,1,Actively_Encouraged,3,3.468,85.37,Low
120240,STEM,Junior,3.419,3.16,Copywriting/Drafting,Advanced,3,True,8.12,1,Actively_Encouraged,1,3.694,83.1,Low
117563,Business,Junior,3.338,0.29,Copywriting/Drafting,Beginner,1,True,12.67,1,Allowed_With_Citation,5,3.769,58.78,Low
124507,STEM,Sophomore,3.625,18.53,Summarizing_Reading,Advanced,3,True,9.51,7,Actively_Encouraged,4,3.746,82.49,Low
123903,STEM,Junior,3.637,1.98,Debugging/Troubleshooting,Intermediate,3,True,8.53,4,Actively_Encouraged,7,3.738,59.66,High
